query_id	query_text	gold_lat	gold_lon	quality_class	assigned_country	script_family	query_form	osm_kind	osm_id	name
tw-han-canonical-0000000001	北區	22.999492	120.20297500000001	noisy	TW	Han	canonical	node	60655727	北區
cn-han-canonical-0000000002	曲松县 ཆུ་གསུམ་རྫོང།	28.965737	92.20833900000001	noisy	CN	Han	canonical	node	244081712	曲松县 ཆུ་གསུམ་རྫོང།
cn-han-canonical-0000000003	古浪村	26.0759514	98.6016094	noisy	CN	Han	canonical	node	264496005	古浪村
cn-han-canonical-0000000004	圣路易葡国餐厅(高新店), 科技路 25, 西安 710000	34.2358928	108.8922613	clean	CN	Han	canonical	node	310347603	圣路易葡国餐厅(高新店)
jp-han-canonical-0000000005	城北信用金庫,  43, 練馬区	35.7576654	139.65383690000002	noisy	JP	Han	canonical	node	573368690	城北信用金庫
jp-han-canonical-0000000006	富岡市	36.259826600000004	138.8899792	noisy	JP	Han	canonical	node	1068823595	富岡市
jp-han-canonical-0000000007	杉並消防署堀ノ内出張所,  17, 杉並区	35.687983100000004	139.65525	noisy	JP	Han	canonical	node	1420782200	杉並消防署堀ノ内出張所
jp-han-canonical-0000000008	深川消防署枝川出張所,  1, 江東区 135-0051	35.6595085	139.80792780000002	noisy	JP	Han	canonical	node	1420788462	深川消防署枝川出張所
jp-han-canonical-0000000009	内郷駐在所,  6, 相模原市	35.601267	139.220373	noisy	JP	Han	canonical	node	1420826181	内郷駐在所
jp-han-canonical-0000000010	敷島島上条郵便局, 甲斐市	35.688486000000005	138.527771	noisy	JP	Han	canonical	node	1420932084	敷島島上条郵便局
jp-han-canonical-0000000011	金沢近江町郵便局,  1, 金沢市 920-0902	36.570771300000004	136.65899050000002	noisy	JP	Han	canonical	node	1420935635	金沢近江町郵便局
jp-han-canonical-0000000012	鵜島郵便局,  34, 珠洲市 927-1223	37.3793075	137.2363884	noisy	JP	Han	canonical	node	1420935980	鵜島郵便局
jp-han-canonical-0000000013	高山山王郵便局,  10, 高山市 506-0823	36.1296844	137.258983	noisy	JP	Han	canonical	node	1421002906	高山山王郵便局
jp-han-canonical-0000000014	小野郷郵便局,  1, 京都市 601-0131	35.110741000000004	135.674669	noisy	JP	Han	canonical	node	1422963170	小野郷郵便局
jp-han-canonical-0000000015	西成津守郵便局,  18, 大阪市 557-0062	34.6466828	135.4852558	noisy	JP	Han	canonical	node	1423013757	西成津守郵便局
jp-han-canonical-0000000016	倉敷東塚郵便局,  21, 倉敷市 712-8044	34.533269000000004	133.760884	noisy	JP	Han	canonical	node	1423608947	倉敷東塚郵便局
jp-han-canonical-0000000017	東粟倉郵便局,  1, 美作市 707-0404	35.146875900000005	134.3593839	noisy	JP	Han	canonical	node	1423615953	東粟倉郵便局
jp-han-canonical-0000000018	玉野宇野二郵便局,  11, 玉野市 706-0011	34.4886581	133.94062870000002	noisy	JP	Han	canonical	node	1423617062	玉野宇野二郵便局
jp-han-canonical-0000000019	吉母郵便局,  1, 下関市 759-6541	34.09111	130.87734500000002	noisy	JP	Han	canonical	node	1423654470	吉母郵便局
jp-han-canonical-0000000020	隼人町立図書館,  76, 霧島市	31.744872	130.735946	noisy	JP	Han	canonical	node	1423936205	隼人町立図書館
jp-han-canonical-0000000021	名古屋太閤通八郵便局, 名古屋市 453-0811	35.1683892	136.85953270000002	noisy	JP	Han	canonical	node	1423950309	名古屋太閤通八郵便局
jp-han-canonical-0000000022	河和郵便局,  1, 美浜町 470-2406	34.777162000000004	136.912639	noisy	JP	Han	canonical	node	1423990541	河和郵便局
tw-han-canonical-0000000023	花園 Mayhoman	24.6472187	121.1517783	noisy	TW	Han	canonical	node	1519891087	花園 Mayhoman
jp-han-canonical-0000000024	鹿島町飯田	36.9893145	140.89976130000002	noisy	JP	Han	canonical	node	1685263896	鹿島町飯田
jp-han-canonical-0000000025	鹿島区山下	37.7264682	140.91622460000002	noisy	JP	Han	canonical	node	1690193402	鹿島区山下
jp-han-canonical-0000000026	幸楽苑, 杉戸バイパス	36.021534800000005	139.74396470000002	noisy	JP	Han	canonical	node	1736198210	幸楽苑
cn-han-canonical-0000000027	旗岭下	23.127898000000002	115.333944	noisy	CN	Han	canonical	node	1779675658	旗岭下
jp-han-canonical-0000000028	西御門一丁目	35.3289303	139.5596289	noisy	JP	Han	canonical	node	1800203582	西御門一丁目
cn-han-canonical-0000000029	苏坑	30.1154927	118.25031960000001	noisy	CN	Han	canonical	node	1993281689	苏坑
jp-han-canonical-0000000030	福島栄町郵便局,  4, 福島市 960-8041	37.7533514	140.4662494	noisy	JP	Han	canonical	node	2036194062	福島栄町郵便局
cn-han-canonical-0000000031	三联村	23.33672	112.27555000000001	noisy	CN	Han	canonical	node	2065797606	三联村
cn-han-canonical-0000000032	中村	24.48574	113.62352000000001	noisy	CN	Han	canonical	node	2065800241	中村
cn-han-canonical-0000000033	乌池村	24.2400817	115.6600411	noisy	CN	Han	canonical	node	2065800513	乌池村
cn-han-canonical-0000000034	光明村	23.46637	115.35478	noisy	CN	Han	canonical	node	2065801826	光明村
cn-han-canonical-0000000035	内塘北村	21.12422	110.07631	noisy	CN	Han	canonical	node	2065802329	内塘北村
cn-han-canonical-0000000036	北塘村	21.24001	109.93131000000001	noisy	CN	Han	canonical	node	2065802911	北塘村
cn-han-canonical-0000000037	坑内村	21.5371177	111.1414452	noisy	CN	Han	canonical	node	2065805283	坑内村
cn-han-canonical-0000000038	宝山村	23.31471	115.66501000000001	noisy	CN	Han	canonical	node	2065812258	宝山村
cn-han-canonical-0000000039	山边村	23.62799	116.58777	noisy	CN	Han	canonical	node	2065817070	山边村
cn-han-canonical-0000000040	才口村	22.1786332	110.9194099	noisy	CN	Han	canonical	node	2065821293	才口村
cn-han-canonical-0000000041	斜坡村	21.238290000000003	110.40740000000001	noisy	CN	Han	canonical	node	2065822683	斜坡村
cn-han-canonical-0000000042	新村	22.863580000000002	112.76067	noisy	CN	Han	canonical	node	2065827069	新村
cn-han-canonical-0000000043	新村	22.96778	114.13062000000001	noisy	CN	Han	canonical	node	2065827239	新村
cn-han-canonical-0000000044	新村	23.22072	113.05027000000001	noisy	CN	Han	canonical	node	2065827579	新村
cn-han-canonical-0000000045	桂花村	24.8303653	113.34494640000001	noisy	CN	Han	canonical	node	2065838027	桂花村
cn-han-canonical-0000000046	榄根村	21.68036	109.88912	noisy	CN	Han	canonical	node	2065840206	榄根村
cn-han-canonical-0000000047	江山村	21.53707	111.23203000000001	noisy	CN	Han	canonical	node	2065845155	江山村
cn-han-canonical-0000000048	深坳村	21.97493	112.24886000000001	noisy	CN	Han	canonical	node	2065851072	深坳村
cn-han-canonical-0000000049	紫山村	21.907770000000003	112.08681000000001	noisy	CN	Han	canonical	node	2065868375	紫山村
cn-han-canonical-0000000050	联丰村	22.83058	114.75769000000001	noisy	CN	Han	canonical	node	2065872815	联丰村
cn-han-canonical-0000000051	莲塘村	24.347720000000002	116.53980000000001	noisy	CN	Han	canonical	node	2065876280	莲塘村
cn-han-canonical-0000000052	郊田村	23.28685	114.88335000000001	noisy	CN	Han	canonical	node	2065882222	郊田村
cn-han-canonical-0000000053	陇二村	23.1839	116.53812	noisy	CN	Han	canonical	node	2065886762	陇二村
cn-han-canonical-0000000054	风里村	23.579150000000002	116.53941	noisy	CN	Han	canonical	node	2065888670	风里村
tw-han-canonical-0000000055	全家便利商店, 民權路 340, 桃園市	24.963180100000002	121.2176007	noisy	TW	Han	canonical	node	2125607047	全家便利商店
jp-han-canonical-0000000056	月島町	35.156010900000005	136.8819657	noisy	JP	Han	canonical	node	2154318334	月島町
cn-han-canonical-0000000057	新发镇	48.455190900000005	126.19715210000001	noisy	CN	Han	canonical	node	2180971798	新发镇
jp-han-canonical-0000000058	備長扇屋, 蟹江町 497-0054	35.1367465	136.780923	noisy	JP	Han	canonical	node	2190630465	備長扇屋
cn-han-canonical-0000000059	新台镇	41.3229629	122.3573674	noisy	CN	Han	canonical	node	2277883847	新台镇
jp-han-canonical-0000000060	北7条西14丁目	43.067325200000006	141.33343720000002	noisy	JP	Han	canonical	node	2331355531	北7条西14丁目
jp-han-canonical-0000000061	広畑区正門通三丁目	34.7988408	134.628997	noisy	JP	Han	canonical	node	2449077800	広畑区正門通三丁目
jp-han-canonical-0000000062	三条町	34.6806214	135.8220487	noisy	JP	Han	canonical	node	2465469077	三条町
cn-han-canonical-0000000063	灞桥街道	34.314220500000005	109.0765104	noisy	CN	Han	canonical	node	2470112456	灞桥街道
jp-han-canonical-0000000064	島屋五丁目	34.671323400000006	135.43629470000002	noisy	JP	Han	canonical	node	2483777365	島屋五丁目
tw-han-canonical-0000000065	創剪100, 木柵路一段 130, 臺北市 116003	24.987555500000003	121.5513887	clean	TW	Han	canonical	node	2529279468	創剪100
cn-han-canonical-0000000066	联民村	28.7377922	115.8982368	noisy	CN	Han	canonical	node	2534904420	联民村
cn-han-canonical-0000000067	铁山坡	35.3182465	118.35755490000001	noisy	CN	Han	canonical	node	2540859633	铁山坡
tw-han-canonical-0000000068	赤嵌頭	24.22078	120.81056000000001	noisy	TW	Han	canonical	node	2571583953	赤嵌頭
cn-han-canonical-0000000069	阿日哈沙特镇 ᠠᠷᠤᠬᠠᠰᠢᠶᠠᠲᠤ	48.5982761	115.8739053	noisy	CN	Han	canonical	node	2579866456	阿日哈沙特镇 ᠠᠷᠤᠬᠠᠰᠢᠶᠠᠲᠤ
jp-han-canonical-0000000070	南林間九丁目	35.4963149	139.4355171	noisy	JP	Han	canonical	node	2674819540	南林間九丁目
tw-han-canonical-0000000071	巧可麗幼兒園大安分校, 泰順街 45, 臺北市 106	25.0225492	121.5312835	clean	TW	Han	canonical	node	2680148964	巧可麗幼兒園大安分校
tw-han-canonical-0000000072	望寮	24.250040000000002	120.69245000000001	noisy	TW	Han	canonical	node	2686065444	望寮
cn-han-canonical-0000000073	团结村	48.3244301	134.49105840000001	noisy	CN	Han	canonical	node	2815616020	团结村
jp-han-canonical-0000000074	中代	34.1025289	131.9096632	noisy	JP	Han	canonical	node	2831347411	中代
cn-han-canonical-0000000075	中国电信大埕营业厅, 鸿程大道 , 大埕镇 515700	23.6096086	117.14165240000001	noisy	CN	Han	canonical	node	2879193584	中国电信大埕营业厅
tw-han-canonical-0000000076	全家便利商店, 藍昌路 358, 高雄市	22.7229834	120.2912713	noisy	TW	Han	canonical	node	2923378124	全家便利商店
jp-han-canonical-0000000077	東林間六丁目	35.5172036	139.4381936	noisy	JP	Han	canonical	node	2925505241	東林間六丁目
tw-han-canonical-0000000078	好樂迪, 西寧南路 62, 臺北市 108	25.0438282	121.50597990000001	clean	TW	Han	canonical	node	2959896113	好樂迪
tw-han-canonical-0000000079	地利村 Tamazuan	23.794452	120.94496480000001	noisy	TW	Han	canonical	node	2984115542	地利村 Tamazuan
cn-han-canonical-0000000080	加拉村 རྒྱ་ལ	29.705307500000004	94.90396410000001	noisy	CN	Han	canonical	node	2987629890	加拉村 རྒྱ་ལ
cn-han-canonical-0000000081	海事大学附属北蔡中学, 莲园路 246, 上海 201204	31.187039400000003	121.5483602	clean	CN	Han	canonical	node	3031729322	海事大学附属北蔡中学
jp-han-canonical-0000000082	北野一丁目	35.794943	139.42733800000002	noisy	JP	Han	canonical	node	3048360101	北野一丁目
jp-han-canonical-0000000083	東所沢三丁目	35.801754	139.519261	noisy	JP	Han	canonical	node	3048360224	東所沢三丁目
cn-han-canonical-0000000084	达日来	31.102004100000002	96.51761710000001	noisy	CN	Han	canonical	node	3074306523	达日来
jp-han-canonical-0000000085	松屋,  1, 荒川区	35.7333888	139.798081	noisy	JP	Han	canonical	node	3134443430	松屋
cn-han-canonical-0000000086	新铺	27.28885	117.578185	noisy	CN	Han	canonical	node	3134905302	新铺
cn-han-canonical-0000000087	麻旺镇	28.894141400000002	108.95197350000001	noisy	CN	Han	canonical	node	3141577586	麻旺镇
cn-han-canonical-0000000088	楠竹坪	29.180782200000003	109.4767396	noisy	CN	Han	canonical	node	3161514571	楠竹坪
cn-han-canonical-0000000089	九合乡	29.060936700000003	115.82116640000001	noisy	CN	Han	canonical	node	3176074062	九合乡
cn-han-canonical-0000000090	小王庄	35.2788419	118.5228194	noisy	CN	Han	canonical	node	3180195396	小王庄
tw-han-canonical-0000000091	尪祖廟	23.190394700000002	120.24573860000001	noisy	TW	Han	canonical	node	3199949242	尪祖廟
cn-han-canonical-0000000092	瓦旗	24.85857	117.54584100000001	noisy	CN	Han	canonical	node	3255286114	瓦旗
tw-han-canonical-0000000093	郵局ATM, 臺南市	23.001093700000002	120.22048590000001	noisy	TW	Han	canonical	node	3256690214	郵局ATM
cn-han-canonical-0000000094	温多卡	32.3159726	96.9910931	noisy	CN	Han	canonical	node	3313922023	温多卡
tw-han-canonical-0000000095	伊瑪利, 新生南路三段60巷 5, 臺北市 106	25.0201281	121.5334414	clean	TW	Han	canonical	node	3324962861	伊瑪利
cn-han-canonical-0000000096	西防备村	34.882162900000004	117.3632293	noisy	CN	Han	canonical	node	3401650028	西防备村
tw-han-canonical-0000000097	天梅海產店, 和平路	23.9733248	121.60324890000001	noisy	TW	Han	canonical	node	3404956173	天梅海產店
cn-han-canonical-0000000098	继光村	27.808284200000003	106.85202570000001	noisy	CN	Han	canonical	node	3424752085	继光村
cn-han-canonical-0000000099	石斋	24.120158	117.620778	noisy	CN	Han	canonical	node	3429938068	石斋
cn-han-canonical-0000000100	林梓	32.296950800000005	120.74423300000001	noisy	CN	Han	canonical	node	3440601348	林梓
cn-han-canonical-0000000101	横塘街道	31.273351400000003	120.57694350000001	noisy	CN	Han	canonical	node	3506528956	横塘街道
tw-han-canonical-0000000102	吉林	24.990278	121.898611	noisy	TW	Han	canonical	node	3586390913	吉林
cn-han-canonical-0000000103	清河镇	37.3011806	117.6747419	noisy	CN	Han	canonical	node	3622723652	清河镇
tw-han-canonical-0000000104	大里牛家莊, 塗城路761巷 761, 台中市 412	24.089002200000003	120.6991239	clean	TW	Han	canonical	node	3627121430	大里牛家莊
tw-han-canonical-0000000105	頭前厝	24.101944000000003	120.48444400000001	noisy	TW	Han	canonical	node	3655288519	頭前厝
cn-han-canonical-0000000106	毛下村	28.6472932	116.0883541	noisy	CN	Han	canonical	node	3665888002	毛下村
jp-han-canonical-0000000107	芝蘭板橋本店,  20, 板橋区 175-0093	35.7703393	139.6412008	noisy	JP	Han	canonical	node	3688772044	芝蘭板橋本店
cn-han-canonical-0000000108	优衫定制西服, 西花市大街 国瑞公寓C座1103, 北京 100062	39.8961216	116.41396460000001	clean	CN	Han	canonical	node	3731800261	优衫定制西服
cn-han-canonical-0000000109	马镇	29.860490600000002	90.7319935	noisy	CN	Han	canonical	node	3745125921	马镇
tw-han-canonical-0000000110	白善土	23.566730900000003	120.52739000000001	noisy	TW	Han	canonical	node	3832656666	白善土
jp-han-canonical-0000000111	花園町三丁目	34.3327161	134.05691240000002	noisy	JP	Han	canonical	node	3841551757	花園町三丁目
cn-han-canonical-0000000112	孙家峪村	36.305	116.92	noisy	CN	Han	canonical	node	3844970888	孙家峪村
tw-han-canonical-0000000113	立赫藥局, 新生南路一段 16之2, 臺北市 100	25.0432156	121.53260460000001	clean	TW	Han	canonical	node	3867793891	立赫藥局
cn-han-canonical-0000000114	双河口	29.002397300000002	104.39391450000001	noisy	CN	Han	canonical	node	3875717998	双河口
cn-han-canonical-0000000115	金星屯	43.5628724	127.1987414	noisy	CN	Han	canonical	node	3882857545	金星屯
cn-han-canonical-0000000116	红胜二队	44.381096400000004	127.00036530000001	noisy	CN	Han	canonical	node	3884786802	红胜二队
cn-han-canonical-0000000117	蔡村	22.7083	108.998	noisy	CN	Han	canonical	node	3909614750	蔡村
