query_id	query_text	gold_lat	gold_lon	quality_class	assigned_country	script_family	query_form	osm_kind	osm_id	name
in-tamil-canonical-0000000001	கண்ணன் நகர்	12.9699068	80.18931640000001	noisy	IN	Tamil	canonical	node	280510383	கண்ணன் நகர்
de-tamil-canonical-0000000002	நாகம்மா புடவையகம், Willmanndamm 17, Berlin 10827	52.4902201	13.361547600000002	clean	DE	Tamil	canonical	node	1713177124	நாகம்மா புடவையகம்
in-tamil-canonical-0000000003	மேட்டுப்பாளையம் உழவர் சந்தை, Mettupalayam 641301	11.3010351	76.93741700000001	noisy	IN	Tamil	canonical	node	2320542332	மேட்டுப்பாளையம் உழவர் சந்தை
in-tamil-canonical-0000000004	அம்பிகா சினிமாஸ், Plot no 11, 80 Feet Rd, Vaigai Colony, Madurai, Tamil Nadu 625020 ,  625020	9.9184891	78.14823290000001	noisy	IN	Tamil	canonical	node	2430078677	அம்பிகா சினிமாஸ்
in-tamil-canonical-0000000005	இந்தியன் ஆயில், Lock No 45, Mellur, Tallakulam, Madurai, Tamil Nadu. ,  625002	9.9355411	78.13659390000001	noisy	IN	Tamil	canonical	node	2517281258	இந்தியன் ஆயில்
in-tamil-canonical-0000000006	குஞ்சுபலிகாடு	11.4363451	77.8655177	noisy	IN	Tamil	canonical	node	3114727956	குஞ்சுபலிகாடு
in-tamil-canonical-0000000007	வேங்கிபாளையம்	11.4232987	77.85752980000001	noisy	IN	Tamil	canonical	node	3145427782	வேங்கிபாளையம்
in-tamil-canonical-0000000008	இரத்தினசாமி உதவி பெறும் நடுநிலை பள்ளி, Big Devangar Street , புவனகிரி 608001	11.4427423	79.6538799	noisy	IN	Tamil	canonical	node	3206045719	இரத்தினசாமி உதவி பெறும் நடுநிலை பள்ளி
in-tamil-canonical-0000000009	சின்ன மலை Little Mount Metro, Anna Salai (Mount Road) , Chennai 600015	13.015576800000002	80.22503300000001	noisy	IN	Tamil	canonical	node	3264883515	சின்ன மலை Little Mount Metro
in-tamil-canonical-0000000010	தேனீ அருங்காட்சியகம், ஊட்டி, Club Road 176/A, Ooty 643001	11.4131715	76.6968956	clean	IN	Tamil	canonical	node	3725644175	தேனீ அருங்காட்சியகம், ஊட்டி
in-tamil-canonical-0000000011	சண்முகம் அமிர்தா இல்லம், north oorani st 1142, k.nerpugappatti 630102	10.148003000000001	78.7736031	clean	IN	Tamil	canonical	node	4459315311	சண்முகம் அமிர்தா இல்லம்
in-tamil-canonical-0000000012	அமிரதம் ஸ்வீட் ஹோம், No.239, LIG Main Road, Anna Nagar, Sathamangalam, Madurai, Tamil Nadu 625020 239,  625020	9.9212247	78.148381	noisy	IN	Tamil	canonical	node	4881692069	அமிரதம் ஸ்வீட் ஹோம்
in-tamil-canonical-0000000013	Joint Director of Agriculture Complex விவசாயம் காம்ப்ளக்ஸ் இணை இயக்குநர், Gundu Salai Rd, Dhanalakshmi Nagar Extension , Cuddalore 607001	11.7661668	79.7516782	noisy	IN	Tamil	canonical	node	5224226188	Joint Director of Agriculture Complex விவசாயம் காம்ப்ளக்ஸ் இணை இயக்குநர்
in-tamil-canonical-0000000014	தேவி கருமாரியம்மன் கோவில், Thirumangalam, Chennai	13.084021000000002	80.1984073	noisy	IN	Tamil	canonical	node	5227394520	தேவி கருமாரியம்மன் கோவில்
in-tamil-canonical-0000000015	அகத்தி இயற்கை சந்தை, mes first street	12.9184894	80.1158905	noisy	IN	Tamil	canonical	node	5246751922	அகத்தி இயற்கை சந்தை
in-tamil-canonical-0000000016	வாசவி மஹால், சாவடி பஜார் , Ayyampettai 614201	10.8946562	79.18715730000001	noisy	IN	Tamil	canonical	node	5287634595	வாசவி மஹால்
in-tamil-canonical-0000000017	செ.தெ நாயகம் தியாகராய நகர் மேனிலைப் பள்ளி, வெங்கட் நாராயணா தெரு	13.0361057	80.2365642	noisy	IN	Tamil	canonical	node	5320053509	செ.தெ நாயகம் தியாகராய நகர் மேனிலைப் பள்ளி
in-tamil-canonical-0000000018	Sivan koil (சிவன் கோயில்), sivan koil st	11.2989446	79.55345840000001	noisy	IN	Tamil	canonical	node	5336877633	Sivan koil (சிவன் கோயில்)
in-tamil-canonical-0000000019	அரசு ஆண்கள் மேல்நிலைப் பள்ளி, Sankagiri Road ,  637211	11.385043900000001	77.89482790000001	noisy	IN	Tamil	canonical	node	5340680821	அரசு ஆண்கள் மேல்நிலைப் பள்ளி
in-tamil-canonical-0000000020	வீரத்தின் அடையாளம் புதுப்பட்டி	10.008072400000001	78.4507083	noisy	IN	Tamil	canonical	node	5434642693	வீரத்தின் அடையாளம் புதுப்பட்டி
in-tamil-canonical-0000000021	குண்டூர் சுப்பையா பிள்ளை தி.நகர் பெண்கள் மேல் நிலைப்பள்ளி, பகவந்தம் தெரு	13.0358756	80.23743950000001	noisy	IN	Tamil	canonical	node	5484076358	குண்டூர் சுப்பையா பிள்ளை தி.நகர் பெண்கள் மேல் நிலைப்பள்ளி
in-tamil-canonical-0000000022	கட்டணமில்லா கழிப்பிடம், 61st Street, Ashok Nagar	13.032666	80.2171155	noisy	IN	Tamil	canonical	node	5498746021	கட்டணமில்லா கழிப்பிடம்
in-tamil-canonical-0000000023	உபகார மாதா ஆலயம், navamudalur , Mudalur 628702	8.417445800000001	77.9457014	noisy	IN	Tamil	canonical	node	5502394124	உபகார மாதா ஆலயம்
in-tamil-canonical-0000000024	ஹிபா சிறப்பு மருத்துவமனை, Veeraraghava Street (Big St) 25,53,  600005	13.0615207	80.27574700000001	noisy	IN	Tamil	canonical	node	5547728024	ஹிபா சிறப்பு மருத்துவமனை
in-tamil-canonical-0000000025	பாரதி அறிவுடைமை பொது நூலகம், செம்மஞ்சேரி	12.862919100000001	80.2145177	noisy	IN	Tamil	canonical	node	5715499085	பாரதி அறிவுடைமை பொது நூலகம்
in-tamil-canonical-0000000026	எழுச்சி தமிழர் தானி ஓட்டுநர் நலச் சங்கம், Roman Rolan street	11.9257152	79.83295150000001	noisy	IN	Tamil	canonical	node	5762145081	எழுச்சி தமிழர் தானி ஓட்டுநர் நலச் சங்கம்
in-tamil-canonical-0000000027	அம்மாபேட்டை கல்வி அறக்கட்டளை, ஆண்டி கோனார் இல்லம் (மேல் மாடி) , Kallakurichi	11.790370800000002	78.8644154	noisy	IN	Tamil	canonical	node	5775337273	அம்மாபேட்டை கல்வி அறக்கட்டளை
in-tamil-canonical-0000000028	ரிலையன்ஸ் ட்ரெண்ட்ஸ், Velachery Tambaram Road	12.9287702	80.20291230000001	noisy	IN	Tamil	canonical	node	5802044855	ரிலையன்ஸ் ட்ரெண்ட்ஸ்
in-tamil-canonical-0000000029	ஃபிட் ராக் அரினா - பள்ளிக்கரணை, Perumal Avenue	12.923390600000001	80.2082448	noisy	IN	Tamil	canonical	node	5802051053	ஃபிட் ராக் அரினா - பள்ளிக்கரணை
in-tamil-canonical-0000000030	தமிழ்நாடு ராஜ் பவன், Sardar Patel Road ,  600022	13.005915600000002	80.2265244	noisy	IN	Tamil	canonical	node	5851464592	தமிழ்நாடு ராஜ் பவன்
in-tamil-canonical-0000000031	சட்ட பஞ்சாயத்து இயக்கம், Appucoloney,thiruvamayur H42/1,  600041	12.987604500000002	80.2542499	noisy	IN	Tamil	canonical	node	5892458785	சட்ட பஞ்சாயத்து இயக்கம்
in-tamil-canonical-0000000032	நீயு கோல்டன் பேக்கரி & இனிப்பு, Kanchipuram - Vandavasi Road	12.505822400000001	79.6037671	noisy	IN	Tamil	canonical	node	5910777885	நீயு கோல்டன் பேக்கரி & இனிப்பு
in-tamil-canonical-0000000033	அக்பர் மருந்து மில், Bazar street,mylopore	13.034794100000001	80.27374900000001	noisy	IN	Tamil	canonical	node	5918435985	அக்பர் மருந்து மில்
in-tamil-canonical-0000000034	சரவணா ஸ்டோர், market road, Shanmugam Road 20	12.92651	80.1154296	noisy	IN	Tamil	canonical	node	5989898292	சரவணா ஸ்டோர்
in-tamil-canonical-0000000035	சங்கர குட்றாலிங்கம், Thiruvalluvar Street 25/09	12.926682300000001	80.1312589	noisy	IN	Tamil	canonical	node	5989898293	சங்கர குட்றாலிங்கம்
in-tamil-canonical-0000000036	வி.பி.சிந்தன் இல்லம் (CITU Perungudi Office), Burma Colony, Perungudi, Chennai	12.9593035	80.2474059	noisy	IN	Tamil	canonical	node	6010166735	வி.பி.சிந்தன் இல்லம் (CITU Perungudi Office)
