query_id	query_text	gold_lat	gold_lon	quality_class	assigned_country	script_family	query_form	osm_kind	osm_id	name
gb-latin-canonical-0000000001	The Fields Nursery School, Galfrid Road , Cambridge CB5 8ND	52.2080209	0.1620721	noisy	GB	Latin	canonical	node	18629028	The Fields Nursery School
gb-latin-canonical-0000000002	Preston	52.612636200000004	-0.7142833000000001	noisy	GB	Latin	canonical	node	18899044	Preston
fr-latin-canonical-0000000003	Villeneuve-Loubet	43.6579947	7.1217592000000005	noisy	FR	Latin	canonical	node	26692232	Villeneuve-Loubet
fr-latin-canonical-0000000004	Montry,  77450	48.887500700000004	2.8282263000000003	noisy	FR	Latin	canonical	node	26695174	Montry
be-latin-canonical-0000000005	Rebaix	50.660198	3.7836911000000004	noisy	BE	Latin	canonical	node	61739917	Rebaix
it-latin-canonical-0000000006	Trecate	45.431996100000006	8.734970200000001	noisy	IT	Latin	canonical	node	63628288	Trecate
it-latin-canonical-0000000007	Cicala	39.02219	16.486101	noisy	IT	Latin	canonical	node	67273586	Cicala
au-latin-canonical-0000000008	Hardys Bay	-33.526971700000004	151.35427990000002	noisy	AU	Latin	canonical	node	116961449	Hardys Bay
de-latin-canonical-0000000009	Wertstoffhof, Industriestraße 22, Lappersdorf 93138	49.0576822	12.0892189	clean	DE	Latin	canonical	node	129548500	Wertstoffhof
us-latin-canonical-0000000010	Quail Valley	40.594948200000005	-111.82576630000001	noisy	US	Latin	canonical	node	150958829	Quail Valley
us-latin-canonical-0000000011	Rock House	40.422150800000004	-115.4108831	noisy	US	Latin	canonical	node	150959175	Rock House
us-latin-canonical-0000000012	Tannenbaum	35.5589667	-92.057094	noisy	US	Latin	canonical	node	151948729	Tannenbaum
us-latin-canonical-0000000013	Daisy Hill	38.5061716	-85.93941600000001	noisy	US	Latin	canonical	node	153572934	Daisy Hill
us-latin-canonical-0000000014	Belmont Cragin	41.9308483	-87.7689488	noisy	US	Latin	canonical	node	153703027	Belmont Cragin
us-latin-canonical-0000000015	North Page	38.070941700000006	-81.2609415	noisy	US	Latin	canonical	node	154301611	North Page
us-latin-canonical-0000000016	Haynesville	37.9501331	-76.6624565	noisy	US	Latin	canonical	node	158365102	Haynesville
us-latin-canonical-0000000017	Gradys Crossroads	35.1540526	-77.8116457	noisy	US	Latin	canonical	node	158435882	Gradys Crossroads
us-latin-canonical-0000000018	Sellman	39.2084381	-77.378319	noisy	US	Latin	canonical	node	158500367	Sellman
